,tokens,h,t,relation,relation_definition,r_pid,has_relation,relation_prop_wiki,possible_probs
2871,"['PS', 'Norah', 'Creina', 'was', 'a', 'paddle', 'steamship', 'operated', 'by', 'the', 'Drogheda', 'Steam', 'Packet', 'Company', 'from', '1878', 'to', '1902', 'and', 'the', 'Lancashire', 'and', 'Yorkshire', 'Railway', 'from', '1902', 'to', '1912', '.']","['drogheda steam packet company', 'Q5308193', [[10, 11, 12, 13]]]","['lancashire and yorkshire railway', 'Q1779703', [[20, 21, 22, 23]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q5308193'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1779703'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q5308193'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1779703'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2872,"['The', 'albums', 'contains', 'Spanish', 'versions', 'of', 'French', 'songs', 'that', 'appeared', 'on', 'Axelle', 'Red', ""'s"", 'two', 'previous', 'albums', ',', '""', 'Sans', 'Plus', 'Attendre', '""', 'and', '""', 'À', 'Tâtons', '""', '.']","['sans plus attendre', 'Q7418951', [[19, 20, 21]]]","['à tâtons', 'Q8076472', [[25, 26]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7418951'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q8076472'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7418951'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q8076472'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}]","['P155', 'P156']"
2873,"['They', 'reached', 'the', '1992', 'and', '1993', 'NCAA', 'Men', ""'s"", 'Division', 'I', 'Basketball', 'Championship', 'games', 'as', 'both', 'freshmen', 'and', 'sophomores', '.']","['1992', 'Q2060', [[3]]]","['1993', 'Q2065', [[5]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2060'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2065'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2060'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2065'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2874,"['""', 'Choose', 'You', '""', 'and', '""', 'Homesick', '""', 'were', 'released', 'as', 'the', 'album', ""'s"", 'second', 'and', 'third', 'singles', ',', 'respectively', ',', 'and', 'each', 'attained', 'moderate', 'chart', 'success', '.']","['choose you', 'Q5104771', [[1, 2]]]","['homesick', 'Q17006999', [[6]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q5104771'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q17006999'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q5104771'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q17006999'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}]","['P155', 'P156']"
2875,"['He', 'was', 'a', 'candidate', 'for', 'Cardiganshire', 'in', '1741', 'and', '1747', ',', 'but', 'withdrew', 'each', 'time', '.']","['1741', 'Q4971359', [[7]]]","['1747', 'Q4971360', [[9]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4971359'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4971360'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4971359'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4971360'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}]","['P155', 'P156']"
2876,"['The', 'novel', 'was', 'followed', 'by', 'two', 'volumes', 'in', 'the', 'trilogy', ',', '""', 'New', 'Found', 'Land', '""', '(', '1983', ')', 'and', '""', 'Dragon', 'Dance', '""', '(', '1986', ')']","['new found land', 'Q1657246', [[12, 13, 14]]]","['dragon dance', 'Q5305183', [[21, 22]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1657246'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q5305183'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1657246'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q5305183'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2877,"['With', 'the', 'Miami', 'Dolphins', 'he', 'was', 'a', 'member', 'of', 'their', 'perfect', 'season', 'in', '1972', 'and', 'won', 'Super', 'Bowl', 'championships', 'in', '1972', 'and', '1973', '.']","['1972', 'Q378744', [[13], [20]]]","['1973', 'Q1188158', [[22]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q378744'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1188158'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q378744'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1188158'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2878,"['SSTV', 'was', 'used', 'to', 'transmit', 'images', 'from', 'inside', 'Apollo', '7', ',', 'Apollo', '8', ',', 'and', 'Apollo', '9', ',', 'as', 'well', 'as', 'the', 'Apollo', '11', 'Lunar', 'Module', 'television', 'from', 'the', 'Moon', ';', 'see', 'Apollo', 'TV', 'camera', '.']","['apollo 8', 'Q184201', [[11, 12]]]","['apollo 9', 'Q203651', [[15, 16]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q184201'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q203651'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q184201'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q203651'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2879,"['He', 'scored', 'in', 'back', '-', 'to', '-', 'back', 'FA', 'Cup', 'Finals', 'for', 'Manchester', 'City', ',', 'losing', 'in', '1955', 'to', 'Newcastle', 'United', 'and', 'winning', 'in', '1956', 'against', 'Birmingham', 'City', '.']","['1955', 'Q4568367', [[17]]]","['1956', 'Q3072401', [[24]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4568367'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3072401'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4568367'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3072401'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}]","['P155', 'P156']"
2880,"['Parker', 'Brothers', 'produced', 'cartridge', 'ports', 'of', '""', 'Frogger', '""', 'for', 'the', 'Atari', '2600', ',', 'Intellivision', ',', 'Atari', '5200', ',', 'ColecoVision', ',', 'Atari', '8-bit', 'computers', ',', 'Commodore', 'VIC-20', 'and', '64', '.']","['atari 2600', 'Q206261', [[11, 12]]]","['atari 5200', 'Q743222', [[16, 17]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q206261'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q743222'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q206261'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q743222'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}]","['P155', 'P156']"
2881,"['He', 'was', 're', '-', 'elected', 'in', '1959', ',', '1963', ',', '1967', ',', '1971', ',', '1975', ',', '1977', 'and', '1981', ',', 'and', 'all', 'of', 'his', 'victories', 'after', 'from', '1971', 'on', 'were', 'by', 'landslide', 'margins', '.']","['1959', 'Q7094969', [[6]]]","['1963', 'Q7094970', [[8]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7094969'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7094970'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7094969'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7094970'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2882,"['Four', 'French', 'commentators', 'were', 'at', 'ringside', ':', 'Jean', 'Brassard', 'and', 'Raymond', 'Rougeau', '(', 'WrestleMania', '13', ')', ',', 'Phillippe', 'Chéreau', 'and', 'Christophe', 'Agius', '(', 'WrestleMania', 'XXX', ',', 'WrestleMania', '31', ',', 'WrestleMania', '32', 'and', 'WrestleMania', '33', ')', '.']","['wrestlemania 31', 'Q16320207', [[26, 27]]]","['wrestlemania 32', 'Q18820013', [[29, 30]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q16320207'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q18820013'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q16320207'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q18820013'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}]","['P155', 'P156']"
2883,"['1802', 'boundaries', 'were', 'used', 'also', 'in', 'the', 'general', 'elections', 'of', '1806', ',', '1807', ',', '1812', ',', '1818', ',', '1820', ',', '1826', ',', '1830', 'and', '1831', '.']","['1826', 'Q623211', [[20]]]","['1830', 'Q969827', [[22]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q623211'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q969827'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q623211'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q969827'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2884,"['Both', 'the', '1998', 'and', '2003', 'presidential', 'elections', 'were', 'held', 'in', 'two', 'rounds', '.']","['1998', 'Q4793289', [[2]]]","['2003', 'Q4793291', [[4]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4793289'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4793291'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4793289'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4793291'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}]","['P155', 'P156']"
2885,"['She', 'was', 'assigned', 'to', 'the', 'International', 'Space', 'Station', 'and', 'was', 'a', 'member', 'of', 'Expedition', '14', 'and', 'Expedition', '15', '.']","['expedition 14', 'Q17198', [[13, 14]]]","['expedition 15', 'Q17202', [[16, 17]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q17198'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q17202'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q17198'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q17202'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2886,"['He', 'was', 're', '-', 'elected', 'in', '1949', 'in', 'St.', 'James', ',', 'and', '1953', 'and', '1957', 'in', 'Saint', '-', 'Jacques', '.']","['1953', 'Q913758', [[12]]]","['1957', 'Q936847', [[14]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q913758'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q936847'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q913758'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q936847'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}]","['P155', 'P156']"
2887,"['Three', 'singles', 'were', 'released', 'from', 'the', 'album', ';', '""', 'Bellyeye', '""', ',', '""', 'Manhoo', '""', 'and', '""', 'Odd', 'Even', '""', '.']","['manhoo', 'Q6749349', [[13]]]","['odd even', 'Q7077318', [[17, 18]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q6749349'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7077318'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q6749349'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7077318'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}]","['P155', 'P156']"
2888,"['They', 'have', 'been', 'used', 'in', 'the', 'following', 'elections', ':', '2000', ',', '2003', ',', '2007', ',', '2011', ',', '2015', ',', '2016', '.']","['2015', 'Q7020969', [[17]]]","['2016', 'Q24705379', [[19]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7020969'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q24705379'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7020969'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q24705379'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}]","['P155', 'P156']"
2889,"['She', 'first', 'entered', 'the', 'Croatian', 'Parliament', 'in', 'the', '2000', 'parliamentary', 'election', ',', 'and', 'has', 'been', 'reelected', 'in', '2003', ',', '2007', ',', '2011', ',', 'and', '2015', '.']","['2003', 'Q1278811', [[17]]]","['2007', 'Q1266665', [[19]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1278811'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1266665'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1278811'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1266665'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
